DE Number,System DE Number,Data Element,Data Element Name Text,Necessity,Definition,Valid Values,File Segment Number,File Segment Name,Size,FLF Start Position,FLF Stop Position,Segment Key Field Identifier,Coding Requirements,file_name
COT061,COT.002.061,FIXED-PAYMENT-IND,Fixed Payment Indicator,Situational,"This indicator indicates that the reimbursement amount included on the claim is for a fixed payment. Fixed payments are made by the state to insurers or providers for premiums or eligible coverage, not for a particular service. For example, some states have Primary Care Case Management programs where the state pays providers a monthly patient management fee of $3.50 for each eligible participant under their care. This fee is considered a fixed payment. It is very important for states to correctly identify fixed payments. Fixed payments do not have a defined 'medical record' associated with the payment; therefore, fixed payments are not subject to medical record request and medical record review.",COT061 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(1),343,343,Not Applicable,"1. Value must be 1 character
2. Value must be in Fixed Payment Indicator List (VVL)
3. Situational",CLAIMOT
COT062,COT.002.062,FUNDING-CODE,Funding Code,Conditional,A code to indicate the source of non-federal share funds.,COT062 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(2),344,345,Not Applicable,"1. Value must be 1 character
2. Value must be in Funding Code List (VVL)
3. If Type of Claim is not in [3,C,W], then value must be populated
4. Conditional",CLAIMOT
COT063,COT.002.063,FUNDING-SOURCE-NONFEDERAL-SHARE,Funding Source Nonfederal Share,Conditional,"A code to indicate the type of non-federal share used by the state to finance its expenditure to the provider. In the event of two sources, states are to report the portion which represents the largest proportion not funded by the Federal government.",COT063 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(2),346,347,Not Applicable,"1. Value must be 2 characters
2. Value must be in Funding Source Non-Federal Share List (VVL)
3. If Type of Claim is not in [3,C,W], then value must be populated
4. Conditional",CLAIMOT
COT064,COT.002.064,MEDICARE-COMB-DED-IND,Medicare Combined Deductible Indicator,Situational,Code indicating that the amount paid by Medicaid/CHIP on this claim toward the recipient's Medicare deductible was combined with their coinsurance amount because the amounts could not be separated.,COT064 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(1),348,348,Not Applicable,"1. Value must be 1 character
2. Value must be in Medicare Combined Deductible Indicator List (VVL)
3. If value equals ""1"", then Total Medicare Coinsurance amount must not be populated
4. If value equals ""0"", then Crossover Indicator must equal ""0""
5. If value equals ""1"", then Crossover Indicator must equal ""1""
6. Situational",CLAIMOT
COT065,COT.002.065,PROGRAM-TYPE,Program Type,Mandatory,A code to indicate special Medicaid program under which the service was provided.,COT065 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(2),349,350,Not Applicable,"1. Value must be 2 characters
2. Value must be in Program Type List (VVL)
3. Mandatory
4. (Community First Choice) If value equals ""11"", then State Plan Option Type (ELG.011.163) must equal ""01"" for the same time period
5. If value equals ""13"", then State Plan Option Type (ELG.011.163) must equal ""02"" for the same time period",CLAIMOT
COT066,COT.002.066,PLAN-ID-NUMBER,Plan ID Number,Conditional,"A unique number assigned by the state which represents a distinct comprehensive managed care plan, prepaid health plan, primary care case management program, a program for all-inclusive care for the elderly entity, or other approved plans.

For sub-capitated encounters from a sub-capitated entity or sub-capitated network provider, report the PLAN-ID-NUMBER for the MCP (MCO, PIHP, or PAHP that has a contract with a state) that is making the payment to the sub-capitated entity or sub-capitated network provider.

For sub-capitated encounters from a sub-capitated network provider, if the sub-capitated network provider directly employs the provider that renders the service to the enrollee, report a null value in this field.",,COT00002,CLAIM-HEADER-RECORD-OT,X(12),351,362,Not Applicable,"1. Value must be 12 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Conditional
4. Value must match Managed Care Plan ID (ELG.014.192)
5. Value must match State Plan ID Number (MCR.002.019)
6. When Type of Claim (COT.002.037) in [3,C,W] value must have a managed care enrollment (ELG.014) for the beneficiary where the Beginning DOS (COT.002.033) occurs between the managed care plan enrollment eff/end dates (ELG.014.197/198)
7. When Type of Claim (COT.002.037) in [3,C,W] value must have a managed care main record (MCR.002) for the plan where the Beginning DOS (COT.002.033) occurs between the managed care contract eff/end dates (MCR.002.020/021)",CLAIMOT
COT068,COT.002.068,PAYMENT-LEVEL-IND,Payment Level Indicator,Mandatory,"The field denotes whether the payment amount was determined at the claim header or line/detail level. For claims where payment is NOT determined at the individual line level (PAYMENT-LEVEL-IND = 1), the claim lines' associated allowed (ALLOWED-AMT) and paid (MEDICAID-PAID-AMT) amounts are left blank and the total allowed (TOT-ALLOWED-AMT) and total paid (TOT-MEDICAID-PAID-AMT) amount is reported at the header level only. For claims where payment/allowed amount is determined at the individual lines and when applicable, cost-sharing and/or coordination of benefits were deducted from one or more specific line-level payment/allowed amounts (PAYMENT-LEVEL-IND = 2), the allowed (ALLOWED-AMT) and paid (MEDICAID-PAID-AMT) amounts on the associated claim lines should sum to the total allowed (TOT-ALLOWED-AMT) and total paid (TOT-MEDICAID-PAID-AMT) amounts reported on the claim header.
 
For claims where payment/allowed amount is determined at the individual lines but then cost sharing or coordination of benefits was deducted from the total paid/allowed amount at the header only (PAYMENT-LEVEL-IND = 3), then the line-level paid amount (MEDICAID-PAID-AMT) would be blank and line-level allowed (ALLOWED-AMT) and header level total allowed (TOT-ALLOWED-AMT) and total paid (TOT-MEDICAID-PAID-AMT) amounts must all be populated but the line level allowed amounts are not expected to sum exactly to the header level total allowed. 
 
For example, if a claim for an office visit and a procedure is assigned a separate line-level allowed amount for each line, but then at the header level a copay is deducted from the header-level total allowed and/or total paid amounts, then the sum of line-level allowed amounts may not be equal to the header-level total allowed amounts or correspond directly to the total paid amount. If the state cannot distinguish between the scenarios for value 1 and value 3, then value 1 can be used for all claims with only header-level total allowed/paid amounts.",COT068 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(1),363,363,Not Applicable,"1. Value must be 1 character
2. Value must be in Payment Level Indicator List (VVL)
3. Mandatory",CLAIMOT
COT069,COT.002.069,MEDICARE-REIM-TYPE,Medicare Reimbursement Type,Conditional,A code to indicate the type of Medicare reimbursement.,COT069 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(2),364,365,Not Applicable,"1. Value must be 2 characters
2. Value must be in Medicare Reimbursement Type List (VVL)
3. Value is mandatory and must be provided, when Crossover Indicator is equal to ""1"" (Crossover Claim)
4. Conditional",CLAIMOT
COT070,COT.002.070,CLAIM-LINE-COUNT,Claim Line Count,Mandatory,The total number of lines on the claim.,,COT00002,CLAIM-HEADER-RECORD-OT,9(4),366,369,Not Applicable,"1. Value must be 4 characters or less
2. Value must be a positive integer
3. Value must be between 0000:9999 (inclusive)
4. Value must not include commas or other non-numeric characters
5. Value must be equal to the number of claim lines (e.g. Original Claim Line Number or Adjustment Claim Line Number instances) reported in the associated claim record being reported
6. Mandatory",CLAIMOT
COT072,COT.002.072,FORCED-CLAIM-IND,Forced Claim Indicator,Situational,Indicates if the claim was processed by forcing it through a manual override process.,COT072 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(1),370,370,Not Applicable,"1. Value must be 1 character
2. Value must be in Forced Claim Indicator List (VVL)
3. Situational",CLAIMOT
COT073,COT.002.073,HEALTH-CARE-ACQUIRED-CONDITION-IND,Healthcare Acquired Condition Indicator,Situational,"This code indicates whether the claim has a Health Care Acquired Condition. For additional coding information refer to the following site:
https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Payment/HospitalAcqCond/index.html?redirect=/hospitalacqcond/05_Coding.asp#TopOfPage",COT073 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(1),371,371,Not Applicable,"1. Value must be 1 character
2. Value must be in Healthcare Acquired Condition Indicator List (VVL)
3. Situational",CLAIMOT
COT074,COT.002.074,OCCURRENCE-CODE-01,Occurrence Code 1,Situational,"A code to describe specific event(s) relating to this billing period covered by the claim. (These are Form Locators 31, 32, 33, 34, 35, and 36 - Occurrence Codes on the UB04.) These fields can be used for either occurrences or occurrence spans.
",COT074 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(2),372,373,Not Applicable,"1. Value must be 2 characters
2. Value must be in Occurrence Code List (VVL)
3. Situational
",CLAIMOT
COT075,COT.002.075,OCCURRENCE-CODE-02,Occurrence Code 2,Situational,"A code to describe specific event(s) relating to this billing period covered by the claim. (These are Form Locators 31, 32, 33, 34, 35, and 36 - Occurrence Codes on the UB04.) These fields can be used for either occurrences or occurrence spans.
",COT075 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(2),374,375,Not Applicable,"1. Value must be 2 characters
2. Value must be in Occurrence Code List (VVL)
3. Situational
",CLAIMOT
COT076,COT.002.076,OCCURRENCE-CODE-03,Occurrence Code 3,Situational,"A code to describe specific event(s) relating to this billing period covered by the claim. (These are Form Locators 31, 32, 33, 34, 35, and 36 - Occurrence Codes on the UB04.) These fields can be used for either occurrences or occurrence spans.
",COT076 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(2),376,377,Not Applicable,"1. Value must be 2 characters
2. Value must be in Occurrence Code List (VVL)
3. Situational
",CLAIMOT
COT077,COT.002.077,OCCURRENCE-CODE-04,Occurrence Code 4,Situational,"A code to describe specific event(s) relating to this billing period covered by the claim. (These are Form Locators 31, 32, 33, 34, 35, and 36 - Occurrence Codes on the UB04.) These fields can be used for either occurrences or occurrence spans.
",COT077 Values,COT00002,CLAIM-HEADER-RECORD-OT,X(2),378,379,Not Applicable,"1. Value must be 2 characters
2. Value must be in Occurrence Code List (VVL)
3. Situational
",CLAIMOT
