OWNER,TABLE_NAME,COLUMN_NAME,ADDED_DESCRIPTION,DATA_TYPE,DATA_TYPE_MOD,DATA_TYPE_OWNER,DATA_LENGTH,DATA_PRECISION,DATA_SCALE,NULLABLE,COLUMN_ID,DEFAULT_LENGTH,DATA_DEFAULT,NUM_DISTINCT,LOW_VALUE,HIGH_VALUE,DENSITY,NUM_NULLS,NUM_BUCKETS,LAST_ANALYZED,SAMPLE_SIZE,CHARACTER_SET_NAME,CHAR_COL_DECL_LENGTH,GLOBAL_STATS,USER_STATS,AVG_COL_LEN,CHAR_LENGTH,CHAR_USED,V80_FMT_IMAGE,DATA_UPGRADED,HISTOGRAM,DEFAULT_ON_NULL,IDENTITY_COLUMN,EVALUATION_EDITION,UNUSABLE_BEFORE,UNUSABLE_BEGINNING,COLLATION
SIEBEL,CX_KIES_BENDEX,HI_BASIS2,"foundational components and principles defining coverage terms, such as deductibles, premiums, and covered services",VARCHAR2,,,4,,,Y,75,,,4,41,48,0.25,4851969,1,20-Jun-24,508123,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,HI_BASIS3,"foundational components and principles defining coverage terms, such as deductibles, premiums, and covered services",VARCHAR2,,,4,,,Y,76,,,3,41,45,0.333333333,5337685,1,20-Jun-24,22407,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,HI_CONTS_PERIOD,Health Insurance Period,VARCHAR2,,,80,,,Y,77,,,621,3.03E+11,3.13E+11,0.001610306,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,HI_NON_COV_REASON,Non Covered reason for Health Insurance,VARCHAR2,,,4,,,Y,78,,,12,43,58,0.083333333,5251582,1,20-Jun-24,108510,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,HI_NON_COV_REASON2,Non Covered reason for Health Insurance,VARCHAR2,,,4,,,Y,79,,,13,41,58,0.076923077,4879768,1,20-Jun-24,480324,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,HI_NON_COV_REASON3,Non Covered reason for Health Insurance,VARCHAR2,,,4,,,Y,80,,,11,43,58,0.090909091,5341974,1,20-Jun-24,18118,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,HI_PERIOD,Helath Insurance Perios,VARCHAR2,,,4,,,Y,81,,,10,44,58,0.1,5101610,1,20-Jun-24,258482,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,HI_THIRDPTY_CAT,Third Party Insurance category,VARCHAR2,,,4,,,Y,82,,,3,50,53,0.333333333,5066035,1,20-Jun-24,294057,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,HI_THIRDPTY_PREM_PAY,Third Party Insurance Premium Payer,VARCHAR2,,,12,,,Y,83,,,38,533031,5A3939,1.70E-06,5066035,38,20-Jun-24,294057,CHAR_CS,12,YES,NO,2,3,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,HI_THIRDPTY_START_DT,Third party health insurance start date,VARCHAR2,,,80,,,Y,84,,,412,3.03E+11,3.13E+11,0.002427184,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,HI_THIRDPTY_STOP_DT,Third party health insurance end date,VARCHAR2,,,80,,,Y,85,,,286,3.03E+11,3.13E+11,0.003496503,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,HI_TYPE,Health Insurance Type,VARCHAR2,,,4,,,Y,86,,,2,46,50,1.37E-07,1714384,2,20-Jun-24,3645708,CHAR_CS,4,YES,NO,2,1,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,IEVS_AGENCY_SUBCODE,subcode used within an Income and Eligibility Verification System (IEVS),VARCHAR2,,,16,,,Y,87,,,125,20202053,57,0.008,5354222,1,20-Jun-24,5870,CHAR_CS,16,YES,NO,2,4,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,MED_STAT,Medical Status,VARCHAR2,,,4,,,Y,88,,,2,41,49,0.5,4719558,1,20-Jun-24,640534,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,NUM_HI_OCCUR,Number of Health Insurance Occurences,VARCHAR2,,,4,,,Y,89,,,4,30,33,0.25,936,1,20-Jun-24,5359156,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,NUM_SMI_OCCUR,Number of Medicare Part B Occurences,VARCHAR2,,,4,,,Y,90,,,4,30,33,0.25,936,1,20-Jun-24,5359156,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,OLD_BIC,Old Bank Identifier Code ,VARCHAR2,,,8,,,Y,91,,,46,41,5752,0.02173913,5335399,1,20-Jun-24,24693,CHAR_CS,8,YES,NO,2,2,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,OP_DED_END_DT,Termination date of a deduction for operating expenses,VARCHAR2,,,80,,,Y,92,,,427,3.03E+11,3.13E+11,0.00234192,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,PAYEE_NAME_ADDR1,Adress Details of Payee,VARCHAR2,,,88,,,Y,93,,,224560,2F4C495341204D2053544541444D414E,5A5A494E412041555354494E,4.45E-06,6211,1,20-Jun-24,5353881,CHAR_CS,88,YES,NO,17,22,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,PAYEE_NAME_ADDR2,Adress Details of Payee,VARCHAR2,,,88,,,Y,94,,,208688,2.32E+11,5A595348414D4552434544494553204B20504156414F,4.79E-06,6211,1,20-Jun-24,5353881,CHAR_CS,88,YES,NO,16,22,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,PAYEE_NAME_ADDR3,Adress Details of Payee,VARCHAR2,,,88,,,Y,95,,,78408,20202020202052494F2052414E43484F204E4D,5A59524148544548414E492042205045544552534F4E,1.28E-05,6215,1,20-Jun-24,5353877,CHAR_CS,88,YES,NO,13,22,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,PAYEE_NAME_ADDR4,Adress Details of Payee,VARCHAR2,,,88,,,Y,96,,,20064,20504541524C2043495459204849,7.76E+19,4.98E-05,3345204,1,20-Jun-24,2014888,CHAR_CS,88,YES,NO,6,22,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,PAYEE_NAME_ADDR5,Adress Details of Payee,VARCHAR2,,,88,,,Y,97,,,3846,2320313035,5A4F4E472043484F4E475155494E4720343030303135,0.00026001,5085996,1,20-Jun-24,274096,CHAR_CS,88,YES,NO,2,22,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,PAYEE_NAME_ADDR6,Adress Details of Payee,VARCHAR2,,,88,,,Y,98,,,349,313830302043454E5455525920504B2045203920464C,5949474F204755,0.00286533,5317180,1,20-Jun-24,42912,CHAR_CS,88,YES,NO,2,22,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,PAYMENT_STATUS_CODE_DUAL,Mothly Amount payment status code,VARCHAR2,,,8,,,Y,99,,,28,4144,5837,0.035714286,5043083,1,20-Jun-24,317009,CHAR_CS,8,YES,NO,2,2,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,PAY_CYCLING_IND,Indicator for payment Cycle,VARCHAR2,,,4,,,Y,100,,,4,31,34,0.25,936,1,20-Jun-24,5359156,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,PAY_STAT_CODE,Payment status code,VARCHAR2,,,8,,,Y,101,,,46,4144,5852,9.80E-08,259929,46,20-Jun-24,5100163,CHAR_CS,8,YES,NO,3,2,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,PROCESSING_DT,Payment Processed Date,VARCHAR2,,,80,,,Y,102,,,2658,3.03E+11,3.13E+11,0.000376223,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,PROOF_BIRTH_IND,Indicator for Proof of birth ,VARCHAR2,,,4,,,Y,103,,,1,50,50,1,1978969,1,20-Jun-24,3381123,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,PROOF_DEATH_IND,Indicator for Proof of Death ,VARCHAR2,,,4,,,Y,104,,,1,50,50,1,5345040,1,20-Jun-24,15052,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,RRB_JURIS_START,starting date of jurisdiction under RRB,VARCHAR2,,,80,,,Y,105,,,33,3.03E+11,3.13E+11,0.03030303,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,RRB_JURIS_STOP,End date of jurisdiction under RRB,VARCHAR2,,,80,,,Y,106,,,6,3.03E+11,3.13E+11,0.166666667,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,RR_CLAIM_NUM,Claim Number for RR,VARCHAR2,,,44,,,Y,107,,,36,3.03E+21,3.73E+21,0.027777778,5359710,1,20-Jun-24,382,CHAR_CS,44,YES,NO,2,11,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,RR_STATUS_CD,RR status code,VARCHAR2,,,4,,,Y,108,,,3,41,54,0.333333333,5359714,1,20-Jun-24,378,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SECOND_HI_START_DT,Second Health Insurance start date,VARCHAR2,,,80,,,Y,109,,,609,3.03E+11,3.13E+11,0.001642036,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SECOND_HI_TERM_DT,Second Health Insurance End date,VARCHAR2,,,80,,,Y,110,,,556,3.03E+11,3.13E+11,0.001798561,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SECOND_SMI_START_DT,Second Medicare Part B Start Date,VARCHAR2,,,80,,,Y,111,,,610,3.03E+11,3.13E+11,0.001639344,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SECOND_SMI_TERM_DT,Second Medicare Part B Termination Date,VARCHAR2,,,80,,,Y,112,,,558,3.03E+11,3.13E+11,0.001792115,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SEX_MF,Gender of the Contact,VARCHAR2,,,4,,,Y,113,,,3,46,55,0.333333333,0,1,20-Jun-24,5360092,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SMI_BASIS,"foundational components and principles defining coverage terms, such as deductibles, premiums, and covered services for Medicare Part B",VARCHAR2,,,4,,,Y,114,,,5,41,57,0.2,1695261,1,20-Jun-24,3664831,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SMI_BASIS2,"foundational components and principles defining coverage terms, such as deductibles, premiums, and covered services for Medicare Part B",VARCHAR2,,,4,,,Y,115,,,4,41,48,0.25,4449663,1,20-Jun-24,910429,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SMI_BASIS3,"foundational components and principles defining coverage terms, such as deductibles, premiums, and covered services for Medicare Part B",VARCHAR2,,,4,,,Y,116,,,4,41,48,0.25,5253856,1,20-Jun-24,106236,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SMI_CONTS_PERIOD,Medicare Part B Period,VARCHAR2,,,80,,,Y,117,,,621,3.03E+11,3.13E+11,0.001610306,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SMI_NON_COV_REAS,Non Covered reason for Health Medicare Part B,VARCHAR2,,,4,,,Y,118,,,9,43,58,0.111111111,5193932,1,20-Jun-24,166160,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SMI_NON_COV_REAS2,Non Covered reason for Health Medicare Part B,VARCHAR2,,,4,,,Y,119,,,10,41,58,0.1,4476412,1,20-Jun-24,883680,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SMI_NON_COV_REAS3,Non Covered reason for Health Medicare Part B,VARCHAR2,,,4,,,Y,120,,,10,41,58,0.1,5258694,1,20-Jun-24,101398,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SMI_PERIOD,Medicare Part B insurance Period,VARCHAR2,,,4,,,Y,121,,,11,41,58,0.090909091,2259361,1,20-Jun-24,3100731,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SMI_PREM_PAYER,Medicare Part B insurance Amount ,VARCHAR2,,,12,,,Y,122,,,56,303130,4A3934,1.51E-07,2054352,56,20-Jun-24,3305740,CHAR_CS,12,YES,NO,3,3,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SMI_THIRDPTY_CAT,Medicare Part B Third party category,VARCHAR2,,,4,,,Y,123,,,3,43,53,0.333333333,2054352,1,20-Jun-24,3305740,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SMI_THIRDPTY_START_DT,Third Party Medicare Part B Insurance Start Date,VARCHAR2,,,80,,,Y,124,,,598,3.03E+11,3.13E+11,0.001672241,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SMI_THIRDPTY_STOP_DT,Third Party Medicare Part B Insurance End Date,VARCHAR2,,,80,,,Y,125,,,459,3.03E+11,3.13E+11,0.002178649,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SOC_SECURITY_NUM, Client Social Security Number,VARCHAR2,,,36,,,Y,126,,,221216,3.03E+17,3.84E+17,4.52E-06,0,1,20-Jun-24,5360092,CHAR_CS,36,YES,NO,10,9,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SOURCE_CODE,Medicare Part B (SMI) source code,VARCHAR2,,,4,,,Y,127,,,3,43,52,0.333333333,0,1,20-Jun-24,5360092,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SSA_CAN,SSN Number or CAN Number,VARCHAR2,,,36,,,Y,128,,,208432,3.03E+17,3.84E+17,4.80E-06,0,1,20-Jun-24,5360092,CHAR_CS,36,YES,NO,10,9,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SSI_ENT_TERM_DT,The date of entry or termination for Supplemental Security Income (SSI) benefits,VARCHAR2,,,80,,,Y,129,,,591,3.03E+11,3.13E+11,0.001692047,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,SSI_STATUS_CD,Supplemental Security Income (SSI) benefits status code,VARCHAR2,,,4,,,Y,130,,,15,41,5A,0.066666667,2459171,1,20-Jun-24,2900921,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,STATE_COUNTY_CODE,County Code of the State,VARCHAR2,,,20,,,Y,131,,,2352,2020202030,3939313530,0.00042517,5102,1,20-Jun-24,5354990,CHAR_CS,20,YES,NO,6,5,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,THIRD_HI_START_DT,Third Health Insurance start date,VARCHAR2,,,80,,,Y,132,,,598,3.03E+11,3.13E+11,0.001672241,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,THIRD_HI_TERM_DT,Third Health Insurance End date,VARCHAR2,,,80,,,Y,133,,,337,3.03E+11,3.13E+11,0.002967359,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,THIRD_SMI_START_DT,Third Medicare Part B Start Date,VARCHAR2,,,80,,,Y,134,,,549,3.03E+11,3.13E+11,0.001821494,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,THIRD_SMI_TERM_DT,Third Medicare Part B Termination Date,VARCHAR2,,,80,,,Y,135,,,498,3.03E+11,3.13E+11,0.002008032,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,TRIP_ENTLMNT_BIC,Entitlement Code,VARCHAR2,,,8,,,Y,136,,,2,44,4437,0.5,5360089,1,20-Jun-24,3,CHAR_CS,8,YES,NO,2,2,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,TRIP_ENTLMNT_SSN,Entitlement SSN,VARCHAR2,,,36,,,Y,137,,,2,3.54E+17,3.54E+17,0.5,5360089,1,20-Jun-24,3,CHAR_CS,36,YES,NO,2,9,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,UPDATE_DT,Payment Update Date,VARCHAR2,,,80,,,Y,138,,,0,,,0,5360092,0,20-Jun-24,,CHAR_CS,80,YES,NO,0,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,VAR_SMI_START_DT, Medicare Part B Variable start Date,VARCHAR2,,,80,,,Y,139,,,33,3.03E+11,3.03E+11,0.03030303,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,VAR_SMI_TERM_DT, Medicare Part B Variable End Date,VARCHAR2,,,80,,,Y,140,,,37,3.03E+11,3.13E+11,0.027027027,936,1,20-Jun-24,5359156,CHAR_CS,80,YES,NO,7,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,VERIFIED_BOAN,verified Boan details,VARCHAR2,,,36,,,Y,141,,,76872,3.03E+17,3.84E+17,1.30E-05,0,1,20-Jun-24,5360092,CHAR_CS,36,YES,NO,10,9,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,ZIPCODE,Zipcode details,VARCHAR2,,,20,,,Y,142,,,12454,3030363032,3939393236,8.03E-05,20511,1,20-Jun-24,5339581,CHAR_CS,20,YES,NO,6,5,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,EFFECTIVE_DATE_TRIPLE,Effective date Code,VARCHAR2,,,80,,,Y,143,,,1,3.13E+11,3.13E+11,1,5360089,1,20-Jun-24,3,CHAR_CS,80,YES,NO,2,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,PAYMENT_STATUS_CODE_TRIPLE,Mothly Amount payment status code,VARCHAR2,,,60,,,Y,144,,,1,5344,5344,1,5360089,1,20-Jun-24,3,CHAR_CS,60,YES,NO,2,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_BENDEX,EFFECTIVE_DATE,Unique id used to identify each client,DATE,,,7,,,Y,145,,,707,77A20801010101,787C0A01010101,0.001414427,0,1,20-Jun-24,5360092,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_KIES_CON_FPL,ROW_ID,Row Id of the record,VARCHAR2,,,60,,,N,1,,,14850536,312D313030364B4257,312D5A5A57543532,6.73E-08,0,1,2-Jun-24,14850536,CHAR_CS,60,YES,NO,10,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_CON_FPL,CREATED,Date on which record is created,DATE,,,7,,,N,2,8,sysdate ,4679680,787305170A2701,787C0602031D2A,2.14E-07,0,1,2-Jun-24,14850536,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_KIES_CON_FPL,CREATED_BY,Login by whom record is created,VARCHAR2,,,60,,,N,3,,,279,312D31313936355658,312D5A4C41344E58,3.37E-08,0,254,2-Jun-24,14850536,CHAR_CS,60,YES,NO,8,15,C,NO,YES,TOP-FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_CON_FPL,LAST_UPD,Recent Date on which record got updated,DATE,,,7,,,N,4,8,sysdate ,4289536,787305170A3203,787C0602031D30,2.33E-07,0,1,2-Jun-24,14850536,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_KIES_CON_FPL,LAST_UPD_BY,Login by whom record is updated recently,VARCHAR2,,,60,,,N,5,,,276,312D31313936355658,312D5A4C41344E58,0.003623188,0,1,2-Jun-24,14850536,CHAR_CS,60,YES,NO,8,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_CON_FPL,MODIFICATION_NUM,Number of modifications on the record,NUMBER,,,22,10,0,N,6,2,0,3,80,C103,3.37E-08,0,3,2-Jun-24,14850536,,,YES,NO,3,0,,NO,YES,FREQUENCY,NO,NO,,,,
SIEBEL,CX_KIES_CON_FPL,CONFLICT_ID,unique identifier assigned to a conflict record.,VARCHAR2,,,60,,,N,7,4,0' ,1,30,30,1,0,1,2-Jun-24,14850536,CHAR_CS,60,YES,NO,2,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_CON_FPL,CONTACT_ID,The Id of the  Contact Having FPL,VARCHAR2,,,60,,,N,8,,,924416,312D313030364B4238,4339,1.08E-06,0,1,2-Jun-24,14850536,CHAR_CS,60,YES,NO,11,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_CON_FPL,FPL_PERCENTAGE,FPL percentage associated to the Client during a given time period,NUMBER,,,22,10,0,N,9,,,4059,80,C4141E2A32,0.000246366,0,1,2-Jun-24,14850536,,,YES,NO,3,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_KIES_CON_FPL,START_DT,FPL start Date,DATE,,,7,,,N,10,,,3796,77A10C01010101,787D0802010101,0.00008,0,187,2-Jun-24,5457,,,YES,NO,8,0,,NO,YES,HYBRID,NO,NO,,,,
SIEBEL,CX_KIES_CON_FPL,ARCHIVED,The Flag which indicates that the FPL is archived ,CHAR,,,4,,,Y,11,,,2,4E,59,3.37E-08,0,2,2-Jun-24,14850536,CHAR_CS,4,YES,NO,2,1,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_CON_FPL,ARCHIVED_DATE,The FPL Archived Date,DATE,,,7,,,Y,12,,,4032256,787305170A3203,787C0601132026,2.48E-07,1350525,1,2-Jun-24,13500011,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_KIES_CON_FPL,DB_LAST_UPD,Recent Date on which record got updated from DB,DATE,,,7,,,Y,13,,,4283904,787305170A3203,787C0602031D30,2.33E-07,0,1,2-Jun-24,14850536,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_KIES_CON_FPL,END_DT,FPL End Date,DATE,,,7,,,Y,14,,,3741,786F0A1F010101,787D0801010101,0.000267308,13496276,1,2-Jun-24,1354260,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_KIES_CON_FPL,HPMMIS_RESEND_FLG,The Flag indicates that the information is to Resend to HPMMIS,CHAR,,,4,,,Y,15,,,0,,,0,14850536,0,2-Jun-24,,CHAR_CS,4,YES,NO,0,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_KIES_CON_FPL,HPMMIS_SENT_DT,The date in which the information sent to HPMMIS,DATE,,,7,,,Y,16,,,3200,78730517140B18,787C060112040E,0.0003125,6097949,1,2-Jun-24,8752587,,,YES,NO,6,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_KIES_CON_FPL,CASE_ID,The Case Id of the contact having FPL,VARCHAR2,,,60,,,Y,17,,,691072,312D313030364B4250,312D5A5A56563348,1.45E-06,0,1,2-Jun-24,14850536,CHAR_CS,60,YES,NO,10,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
