Source,Source File,Table Name,Column Name,Column Alias (Common Name),Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,History,Is PII,Start Position,End Position,Max length,Symmetry Indicator,Percision,Comment,Valid Values,Logic,Column Order,Gap,Findings,Linage Source System,Linage State Table Mapping,Lineage State Field Mapping 
EVV,EVV,T_EVV_SPEC_USE_KPI ,md5_hash , ,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32 ,,,,,,,,,,,
EVV,EVV,T_EVV_VISIT_GENERAL,MEMO,,The free form memo field from Sandata EVV or 3rd Party System.,nvarchar,,,,,,,,,,1024,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,MISSINGMEDICAIDID,,"Indicator that a patient is a newborn. If this value is provided, ClientMedicaidID will be ignored and will be valid as null.",nvarchar,,,,,,,,,,5,,,,"True, False",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CALLS,MOBILELOGIN,,Login used if a mobile application is in use for GPS calls. Required if Call Type = Mobile.,nvarchar,,,,,,,,,,64,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_AUTH,MODIFIER1,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2  Services & Modifiers for Modifier columns ,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,MODIFIER1,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2 Modifier columns,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CLAIMST,MODIFIER1,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2 Modifier columns,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,MODIFIER1,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2 Modifier columns,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_AUTH,MODIFIER2,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2  Services & Modifiers for Modifier columns ,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,MODIFIER2,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2 Modifier columns,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CLAIMST,MODIFIER2,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2 Modifier columns,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,MODIFIER2,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2 Modifier columns,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_AUTH,MODIFIER3,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2  Services & Modifiers for Modifier columns ,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,MODIFIER3,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2 Modifier columns,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CLAIMST,MODIFIER3,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2 Modifier columns,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,MODIFIER3,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2 Modifier columns,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_AUTH,MODIFIER4,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2  Services & Modifiers for Modifier columns ,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,MODIFIER4,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2 Modifier columns,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CLAIMST,MODIFIER4,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2 Modifier columns,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,MODIFIER4,,"Procedure Code associated with the type of service provided to the client. If the 5 character HCPCS code is followed by the underscore character and two additional digits, this value will map to the HCPCS provided along with one or more modifiers. Up to 4 of these are allowed.",nvarchar,,,,,,,,,,2,,,,See Appendix 2 Modifier columns,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_SPEC_USE_KPI ,MONTH_YEAR, ,,nvarchar,,,,,,,,,,6 ,,,,,,,,,,,
EVV,EVV,T_EVV_KPI_3 ,ODS_LOAD_DATE , ,ODS Table Load Date,date ,,,,,,,,,,,,,,,,,,,,,
EVV,EVV,T_EVV_SPEC_USE_KPI ,ODS_LOAD_DATE , ,ODS Table Load Date,date ,,,,,,,,,,,,,,,,,,,,,
EVV,EVV,T_EVV_VISIT_CALLS,ORIGINATINGPHONENUMBER,,Originating phone number for telephony. Required if Call Type = Telephony.,nvarchar,##########,,,,,,,,,10,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_MASTER,OUT_FILE_DATE,,Out File Date,date,YYYY-MM-DD,,,,,,,,,,,,,Live Data Transmitted,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

Per AHCCCS Questions_Issue_log - 08/03/2023 - T_EVV_MASTER table data is derived by AHCCCS Data Warehouse team internally using the T_EVV_CONTROL file and the runtime information from the other EVV file-loads.  For a given day, the number of successful records are displayed alongside expected numbers from the CONTROL file.  We can provide documentation if required.
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_KPI_3 ,PAID_CLAIM_WITH_EVV , ,Paid Claim with EVV system,numeric,,,,,,,,,,10 ,,0,,,,,,,,,
EVV,EVV,T_EVV_SPEC_USE_KPI ,PAID_CLAIM_WITH_EVV , ,Paid Claim with EVV system,numeric,,,,,,,,,,"10,0 ",,0,,,,,,,,,
EVV,EVV,T_EVV_CLIENT_AUTH,PAYERID,,"Sandata EVV assigned ID for the
payer. ",nvarchar,,,,,,,,,,64,,,,See Appendix 1 PayerID for valid values,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,PAYERID,,"Sandata EVV assigned ID for the
payer. ",nvarchar,,,,,,,,,,64,,,,See Appendix 1 PayerID,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_LOC,PAYERID,,"Sandata EVV assigned ID for the
payer. ",nvarchar,,,,,,,,,,64,,,,See Appendix 1 PayerID for valid values,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,PAYERID,,"Sandata EVV assigned ID for the
payer. ",nvarchar,,,,,,,,,,64,,,,See Appendix 1 PayerID for valid values,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_KPI_3 ,PAYERID , ,"Sandata EVV assigned ID for the
payer. ",nvarchar,,,,,,,,,,64 ,,,,,,,,,,,
EVV,EVV,T_EVV_SPEC_USE_KPI ,PAYERID , ,"Sandata EVV assigned ID for the
payer. ",nvarchar,,,,,,,,,,64 ,,,,,,,,,,,
EVV,EVV,T_EVV_CLIENT_AUTH,PAYERPROGRAM,,"If applicable, the program to which this visit belongs.",nvarchar,,,,,,,,,,9,,,,See Appendix 1 ProgramID for valid values,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,PAYERPROGRAM,,"If applicable, the program to which this visit belongs.",nvarchar,,,,,,,,,,9,,,,See Appendix 1 ProgramID,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,PAYERPROGRAM,,"If applicable, the program to which this visit belongs.",nvarchar,,,,,,,,,,9,,,,See Appendix 1 ProgramID,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_AUTH,PAYERREGION,,"If applicable, the region code in which this client is being provided services.",nvarchar,,,,,,,,,,2,,,,See Appendix 10 for valid values,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_AUTH,PAYERSERVICE,,"If applicable, the service to which this client belongs. Generally provided as a HCPCS code.",nvarchar,,,,,,,,,,5,,,,See Appendix 2  Services & Modifiers for HCPCS Code,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,PAYERSERVICE,,"If applicable, the service to which this client belongs. Generally provided as a HCPCS code.",nvarchar,,,,,,,,,,5,,,,See Appendix 2 HCPCS Code,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,PAYRATE,,Rate for payroll. Can have values like 5.043 or 1.23 and should not exceed 5 characters. Decimal point is included in the length.,nvarchar,NULL,Y,,,,,,,,5,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,PAYRATE,,Rate for payroll. Can have values like 5.043 or 1.23 and should not exceed 5 characters. Decimal point is included in the length.,nvarchar,NULL,Y,,,,,,,,5,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,PAYTIME,,Minutes that are going to be paid.,numeric,,,,,,,,,,8,,0,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_KPI_3 ,PR_ID_DW , ,,nvarchar,,,,,,,,,,6 ,,,,,,,,,,,
EVV,EVV,T_EVV_KPI_1_2 ,PR_TYP ,,Provider Type,nvarchar,,,,,,,,,,2 ,,,,,,,,,,,
EVV,EVV,T_EVV_KPI_3 ,PR_TYP , ,Provider Type,nvarchar,,,,,,,,,,2 ,,,,,,,,,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,PRIMARYCONTACTFIRSTNAME,,"Provider’s first name. For Non-Agency providers, this field will contain the name of the worker/independent contractor. For Agency providers, it will contain the same value as the Account Name column",nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,PRIMARYCONTACTLASTNAME,,"Provider’s last name. For Non-Agency providers, this field will contain the name of the worker/independent contractor. For Agency providers, it will contain the same value as the Account Name column",nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_KPI_3 ,PROCEDURE_CODE_PAID , ,"This is the billable procedure code
which would be mapped to the
associated service. that was paid",numeric,,,,,,,,,,10 ,,0,,,,,,,,,
EVV,EVV,T_EVV_SPEC_USE_KPI ,PROCEDURE_CODE_PAID , ,"This is the billable procedure code
which would be mapped to the
associated service. that was paid",numeric,,,,,,,,,,"10,0 ",,0,,,,,,,,,
EVV,EVV,T_EVV_VISIT_CALLS,PROCEDURECODE,,"This is the billable procedure code
which would be mapped to the
associated service.",nvarchar,,,,,,,,,,5,,,,See Appendix 2 HCPCS Code,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,PROCEDURECODE,,"This is the billable procedure code
which would be mapped to the
associated service.",nvarchar,,,,,,,,,,5,,,,See Appendix 2 HCPCS Code,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_KPI_3 ,PROCEDURECODE , ,"This is the billable procedure code
which would be mapped to the
associated service.",nvarchar,,,,,,,,,,5 ,,,,,,,,,,,
EVV,EVV,T_EVV_SPEC_USE_KPI ,PROCEDURECODE , ,"This is the billable procedure code
which would be mapped to the
associated service.",nvarchar,,,,,,,,,,5 ,,,,,,,,,,,
EVV,EVV,T_EVV_CONTROL,PROVIDER_GENERAL,,"Suspension Date, Termination Date",numeric,,,,,,,,,,10,,0,,Live Data Transmitted,,,N,"Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

AHCCCS Questions worksheer comment, 08/03/2023: AHCCCS Questions worksheer comment, 08/03/2023 - T_EVV_CONTROL is a file that is sent to us by Sandata alongside the other EVV files.  AHCCCS uses internally to determine information about the nature and numbers of records processed.  
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. """,,,
EVV,EVV,T_EVV_CONTROL,PROVIDER_LOC,,Location of the Provider,numeric,,,,,,,,,,10,,0,,Live Data Transmitted,,,N,"Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

AHCCCS Questions worksheer comment, 08/03/2023: AHCCCS Questions worksheer comment, 08/03/2023 - T_EVV_CONTROL is a file that is sent to us by Sandata alongside the other EVV files.  AHCCCS uses internally to determine information about the nature and numbers of records processed.  
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. """,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,PROVIDERAPI,,Provider API Number.,nvarchar,,,,,,,,,,30,,,,DATA NOT PROVIDED,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,PROVIDERASSENTCONTPLAN,,"Indicator to capture provider’s
assent that the member’s
contingency plan provided will be
reviewed with the member every 90
days and documentation will be
provided. ",nvarchar,,,,,,,,,,5,,,,"Yes, No",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,PROVIDERDATEBEGIN,,Date provider account was created.,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,PROVIDERDOINGBUSINESSAS,,Alternate name for the provider,nvarchar,,,,,,,,,,50,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,PROVIDERFAX,,Fax number associated with the provider,nvarchar,##########,,,,,,,,,10,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_PHONE,PROVIDERID,,Identifier for the provider. Identifier type identified by Provider Qualifier.,nvarchar,"6 DIGIT STRING
Must be zero padded on left to achieve 6 digits. This is the Hawaii Provider ID.",,,,,,,,,64,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_ADDR,PROVIDERID,,Unique identifier for the agency.,nvarchar,"6 DIGIT STRING
Zero padded on left to get to appropriate length. This is the Hawaii Provider ID.",,,,,,,,,64,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_AUTH,PROVIDERID,,Unique identifier for the agency.,nvarchar,"7 DIGIT STRING
Zero padded on left to get to appropriate length. This is the Hawaii Provider ID.",,,,,,,,,64,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,PROVIDERID,,Unique identifier for the agency.,nvarchar,"8 DIGIT STRING
Zero padded on left to get to appropriate length. This is the Hawaii Provider ID.",,,,,,,,,64,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,PROVIDERID,,Unique identifier for the agency.,nvarchar,Must be zero padded on left to achieve 6 digits. This is the Hawaii Provider ID.,,,,,,,,,64,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_DISC,PROVIDERID,,Unique identifier for the agency.,nvarchar,"11 DIGIT STRING
Zero padded on left to get to appropriate length. This is the Hawaii Provider ID.",,,,,,,,,64,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,PROVIDERID,,Unique identifier for the agency.,nvarchar,"12 DIGIT STRING
Zero padded on left to get to appropriate length. This is the Hawaii Provider ID.",,,,,,,,,64,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,PROVIDERID,,Unique identifier for the agency.,nvarchar,"13 DIGIT STRING
Zero padded on left to get to appropriate length. This is the Hawaii Provider ID.",,,,,,,,,64,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_LOC,PROVIDERID,,Unique identifier for the agency.,nvarchar,"14 DIGIT STRING
Zero padded on left to get to appropriate length. This is the Hawaii Provider ID.",,,,,,,,,64,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,PROVIDERID,,Unique identifier for the agency.,nvarchar,"16 DIGIT STRING
Zero padded on left to get to appropriate length. This is the Hawaii Provider ID.",,,,,,,,,64,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_SPEC_USE_KPI ,PROVIDERID , ,Unique identifier for the agency.,nvarchar,,,,,,,,,,64 ,,,,,,,,,,,
EVV,EVV,T_EVV_KPI_3 ,PROVIDERID_SANDATA , ,Unique identifier for the agency in SanData,nvarchar,,,,,,,,,,64 ,,,,,,,,,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,PROVIDERMEDICAIDID,,"Medicaid Identification number for the provider, as supplied by the State Program.",nvarchar,"6 DIGIT STRING
Zero padded on left to get to appropriate length. This is the Hawaii Provider ID.",,,,,,,,,9,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,PROVIDERNAME,,"Provider’s Name. For Non-Agency providers, this field will contain the name of the worker/independent contractor. For Agency providers, it will contain the same value as the Account Name column",nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,PROVIDERNPI,,Provider NPI (National Provider Identifier) Number,nvarchar,,,,,,,,,,10,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,PROVIDERQUALIFIER,,"Identifier being sent as the unique
identifier for the provider",nvarchar,,,,,,,,,,20,,,,MEDICAIDID,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,PROVIDERREQUIREAUTH,,Is an authorization required for billing?,nvarchar,,,,,,,,,,1,,,,"True, False",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,PROVIDERTAXONOMY,,Health Care Provider Taxonomy code,nvarchar,,,,,,,,,,9,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,PROVIDERTIMEZONE,,Time zone of the provider ,nvarchar,,,,,,,,,,64,,,,See Appendix 3 Time Zones ,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CHANGES,REASONCODE,,Reason code selected. It is possible that some changes may not require a reason code.,nvarchar,,,,,,,,,,2,,,,See Appendix 6,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CALLS,RECORDUPDATEDATETIME,,Date and time change applied in Sandata system. To the second.,date,YYYY-MM-DD,,,,,,,,,,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CHANGES,RECORDUPDATEDATETIME,,Date and time change applied in Sandata system. To the second.,date,YYYY-MM-DD,,,,,,,,,,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_TASKS,RECORDUPDATEDATETIME,,Date and time change applied in Sandata system. To the second.,date,YYYY-MM-DD,,,,,,,,,,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CALLS,RECORDUPDATEDBY,,"The unique identifier of the user, system or process that made the change. This value could also be a system process in which case it will be identified.",nvarchar,,,,,,,,,,100,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_TASKS,RECORDUPDATEDBY,,"The unique identifier of the user, system or process that made the change. This value could also be a system process in which case it will be identified. Blank if captured during actual call.",nvarchar,,,,,,,,,,100,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_KPI_1_2 ,RECS_FOUND ,,Record found,nvarchar,,,,,,,,,,19 ,,,,,,,,,,,
EVV,EVV,T_EVV_CONTROL,RECS_GENERATED,,Records generated,numeric,,,,,,,,,,10,,0,,Live Data Transmitted,,,N,"Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

AHCCCS Questions worksheer comment, 08/03/2023: AHCCCS Questions worksheer comment, 08/03/2023 - T_EVV_CONTROL is a file that is sent to us by Sandata alongside the other EVV files.  AHCCCS uses internally to determine information about the nature and numbers of records processed.  
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. """,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,RESCHEDULE,,Indicator if schedule is a “reschedule”,nvarchar,"
Default = No",,,,,,,,,5,,,,"Yes, No",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CHANGES,RESOLUTIONCODE,,"Resolution codes, if selected.
Resolution Codes are specific to the
program.",nvarchar,,,,,,,,,,4,,,,See Appendix 7,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CLAIMST,RESPONSEDATETIME,,Date and time response as generated by Sandata,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2103, ...",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,SCHEDULEDURATION,,Duration of activity / scheduled visit. This is difference between end time and start time. In minutes.,nvarchar,,,,,,,,,,10,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,SCHEDULEENDTIME,,"Activity / Schedule end date and
time.",date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2103, ...",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,SCHEDULEID,,"Unique Identifier for the schedule
record from the source system.
Used to update the schedule in
subsequent transfers.",nvarchar,,,,,,,,,,16,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
